EAN,size,brand,color,category,heelType,shoeType,shoeWidth,heelHeight,returnable,name [el_CY],name [en_GB],updateOnDelta,refinementColor,variantGroupCode,jiniusSkuMatchCode,longDescription [el_CY],shortDescription [en_GB],mainImage.source,mainImage.original_url,shortDescription [el_CY],secondary_image_1.source,secondary_image_1.original_url,secondary_image_2.source,secondary_image_2.original_url,secondary_image_3.source,secondary_image_3.original_url,longDescription [en_GB],fashionMaterial,name,longDescription,shortDescription,mirakl_product_id,group_id1,name [en_GB,group_id2,final_group_id,final_group_id_clip_strict,manual_group_id,manual_group_name
[],UK -4/EU 37 1/3,ADIDAS,White,FaWoShSneakers,,,,,true,Adidas women's grand court td lifestyle court casual shoes,Adidas women's grand court td lifestyle court casual shoes,,white,c360215c-8c3d-449b-a367-7449ca43a20e,[],,"Sneakers with staying power. The adidas Grand Court shoes have been around since the ’70s. Once you’ve upgraded to the revamped version of the classic, they’ll never be far from your feet. The 3-Stripes add a sporty spin to any outfit. Made with a series of recycled materials, this upper features at least 50% recycled content.",https://media-prod-eu-1.mirakl.net/SOURCE/749819d7557140e89d9ff361563ebda0,https://s3.gy.digital/famousports/uploads/asset/data/374416/JH9384_1.png,,https://media-prod-eu-1.mirakl.net/SOURCE/917569a552f846aab9ef05b4ebcd4ee1,https://s3.gy.digital/famousports/uploads/asset/data/372635/JH9384_46.png,https://media-prod-eu-1.mirakl.net/SOURCE/54fa10c9a8654614a4ea3252d8bfd4f6,https://s3.gy.digital/famousports/uploads/asset/data/373387/JH9384_47.png,https://media-prod-eu-1.mirakl.net/SOURCE/6d77c3686e784a97901ff9a8c7c2fad1,https://s3.gy.digital/famousports/uploads/asset/data/373651/JH9384_45.png,,,,,,5aeaa19d-2b79-4e10-be70-e4100618f325,405.0,Adidas women's grand court td lifestyle court casual shoes,402,398,400,372.0,Adidas grand court td
[],37,VANS,Apricot,FaWoShSneakers,,,,,true,Color theory old skool shoes,Color theory old skool shoes,,orange,9d54ab4e-3c83-41d2-bcfd-b22d7ffb1bf4,[],,COLOR THEORY OLD SKOOL SHOES,https://media-prod-eu-1.mirakl.net/SOURCE/6af3d0e52c5d4ffbb2e8d2cd234ad5e5,https://administrator.athlokinisi.com.cy/product_catalog/groups/60823/va38g1u5y.jpg,COLOR THEORY OLD SKOOL SHOES,https://media-prod-eu-1.mirakl.net/SOURCE/e2cb38cc26fc453aa5911d8894c39635,https://administrator.athlokinisi.com.cy/product_catalog/groups/60823/pics/VA38G1U5Y_1.jpg,https://media-prod-eu-1.mirakl.net/SOURCE/255196b1a2c9482cb0c9851eefe0ef1e,https://administrator.athlokinisi.com.cy/product_catalog/groups/60823/pics/VA38G1U5Y_2.jpg,https://media-prod-eu-1.mirakl.net/SOURCE/732efee7783245a9ad9d5e7227918fa7,https://administrator.athlokinisi.com.cy/product_catalog/groups/60823/pics/VA38G1U5Y_3.jpg,,,,,,34290f93-54ca-4b2c-b319-cbd70292d0a2,406.0,Color theory old skool shoes,403,399,401,374.0,Vans old skool
[],37.5,NIKE,White / Black,FaWoShSneakers,,,,,true,Nike womens tc 7900,Nike womens tc 7900,,,df874eb6-31cd-4a51-9fac-73ae21766d58,[],,NIKE WOMENS TC 7900,https://media-prod-eu-1.mirakl.net/SOURCE/ed882f05b2d547b38a880a5cdba884b2,https://www.sneakershero.com/product_catalog/groups/169515/dr7851-100.jpg,,https://media-prod-eu-1.mirakl.net/SOURCE/a1885e37051a40018506832ed7acd4f3,https://www.sneakershero.com/product_catalog/groups/169515/pics/dr7851-100_1.jpg,https://media-prod-eu-1.mirakl.net/SOURCE/7604c3ff579744f985042e145a11b2e9,https://www.sneakershero.com/product_catalog/groups/169515/pics/dr7851-100_2.jpg,https://media-prod-eu-1.mirakl.net/SOURCE/5c474aa4533c4d5fa529c82158f53438,https://www.sneakershero.com/product_catalog/groups/169515/pics/dr7851-100_3.jpg,,,,,,62639909-e14f-4b03-ac75-344680f05d79,407.0,Nike womens tc 7900,404,400,402,377.0,Nike TC 7900
[],40,NIKE,Phantom Dust / Pink,FaWoShSneakers,,,,,true,Womens downshifter 13,Womens downshifter 13,,pink,3d0d632f-b9a3-413f-9281-280973c02678,[],,WOMENS DOWNSHIFTER 13,https://media-prod-eu-1.mirakl.net/SOURCE/e5faf823c56a492081a2900f9dcf9a04,https://administrator.athlokinisi.com.cy/product_catalog/groups/216152/fd6476-004.jpg,WOMENS DOWNSHIFTER 13,https://media-prod-eu-1.mirakl.net/SOURCE/be1aab9d01db4ecaba92efd33f22353d,https://administrator.athlokinisi.com.cy/product_catalog/groups/216152/pics/fd6476-004_1.jpg,https://media-prod-eu-1.mirakl.net/SOURCE/0edb8b74f393494fb7f0d6818f4a3cf8,https://administrator.athlokinisi.com.cy/product_catalog/groups/216152/pics/fd6476-004_2.jpg,https://media-prod-eu-1.mirakl.net/SOURCE/fda26a2ce7c54e489e98137b74723f62,https://administrator.athlokinisi.com.cy/product_catalog/groups/216152/pics/fd6476-004_3.jpg,,,,,,e2fce09f-b71a-4c95-8653-b9fc47b65638,408.0,Womens downshifter 13,405,401,403,211.0,Nike downshifter 13
[],47,NIKE,Black / Red,FaMeShSneakers,,,,,true,Nike Air max 270 sc mens,Nike Air max 270 sc mens,,,dc23606a-24d3-414b-a048-f98bb46dd435,[],,NIKE AIR MAX 270 SC MENS,https://media-prod-eu-1.mirakl.net/SOURCE/bea1ad44193c4dd997472ee1a9a0a512,https://www.sneakershero.com/product_catalog/groups/135488/dr8616-002.jpg,,https://media-prod-eu-1.mirakl.net/SOURCE/7210b1e4c9a44d7dbf28f6cad8301756,https://www.sneakershero.com/product_catalog/groups/135488/pics/dr8616-002_1.jpg,https://media-prod-eu-1.mirakl.net/SOURCE/aa7be264820f44f6a28eee158f2c8ed6,https://www.sneakershero.com/product_catalog/groups/135488/pics/dr8616-002_2.jpg,https://media-prod-eu-1.mirakl.net/SOURCE/04815f9b221c457c867902b25d5033c5,https://www.sneakershero.com/product_catalog/groups/135488/pics/dr8616-002_3.jpg,,,,,,dfdccbb0-b639-4df6-b431-ec69f356e332,409.0,Nike Air max 270 sc mens,406,402,404,378.0,Nike airmax 270 sc
[],41,ADIDAS ORIGINALS,Purple,FaWoShSneakers,,,,,true,Campus 00s women,Campus 00s women,,purple,08289334-a0a2-4ec4-b2a7-a2b29e8f7d0b,[],,CAMPUS 00s Women,https://media-prod-eu-1.mirakl.net/SOURCE/9afa795d349e407d8a0526763f70114c,https://administrator.athlokinisi.com.cy/product_catalog/groups/190426/if9616.jpg,CAMPUS 00s Women,https://media-prod-eu-1.mirakl.net/SOURCE/30118d5a24ef47fa89142d5c08c436ef,https://administrator.athlokinisi.com.cy/product_catalog/groups/190426/pics/if9616_1.jpg,https://media-prod-eu-1.mirakl.net/SOURCE/a2a76b40afc54a7d9dd75e7fcc9374bc,https://administrator.athlokinisi.com.cy/product_catalog/groups/190426/pics/if9616_2.jpg,https://media-prod-eu-1.mirakl.net/SOURCE/31b127456eee4f7f91d69164d4b60cfa,https://administrator.athlokinisi.com.cy/product_catalog/groups/190426/pics/if9616_3.jpg,,,,,,8a9e5fa3-284d-4ce5-8292-7dd6eb97d3ed,410.0,Campus 00s women,296,295,295,25.0,Adidas Campus 00s Women
[],43,ADIDAS ORIGINALS,White,FaMeShSneakers,,,,,true,Adidas sl 72 rs,Adidas sl 72 rs,,white,5c6a5f2d-5508-4e64-a754-ffed26d50b35,[],,ADIDAS SL 72 RS,https://media-prod-eu-1.mirakl.net/SOURCE/55afcf62650a49b094766b87f529fa70,https://www.sneakershero.com/product_catalog/groups/191295/ih4823.jpg,,https://media-prod-eu-1.mirakl.net/SOURCE/938a37fce5574f0992c6b334a0bcd9a4,https://www.sneakershero.com/product_catalog/groups/191295/pics/ih4823_1.jpg,https://media-prod-eu-1.mirakl.net/SOURCE/145998079c204892b668731ea931c87b,https://www.sneakershero.com/product_catalog/groups/191295/pics/ih4823_2.jpg,https://media-prod-eu-1.mirakl.net/SOURCE/4cdd1479c3974426b20a953dd46d55f9,https://www.sneakershero.com/product_catalog/groups/191295/pics/ih4823_3.jpg,,,,,,d08813df-f0d2-420e-8e99-7c5be6d101e2,262.0,Adidas sl 72 rs,263,262,262,114.0,Adidas sl 72 rs
[],40.5,ADIDAS ORIGINALS,Cloud White,FaWoShSneakers,,,,,true,Adidas ozgaia w,Adidas ozgaia w,,,d1423a07-0122-4e84-bb88-c27010f1bdf5,[],,ADIDAS OZGAIA W,https://media-prod-eu-1.mirakl.net/SOURCE/5ec079de818040529164c7596877f413,https://www.sneakershero.com/product_catalog/groups/180527/ig6044.jpg,,https://media-prod-eu-1.mirakl.net/SOURCE/94758d8ec3aa418eac4c49a4d31203b6,https://www.sneakershero.com/product_catalog/groups/180527/pics/ig6044_1.jpg,https://media-prod-eu-1.mirakl.net/SOURCE/c880b95f0d0647d699856f469d17c6c0,https://www.sneakershero.com/product_catalog/groups/180527/pics/ig6044_2.jpg,https://media-prod-eu-1.mirakl.net/SOURCE/366e651da44e4b34b899007c6e872898,https://www.sneakershero.com/product_catalog/groups/180527/pics/ig6044_3.jpg,,,,,,19a1ced8-bd7d-4fbc-b21b-c28880b391ba,411.0,Adidas ozgaia w,98,97,97,115.0,Adidas ozgaia
[],44.5,ADIDAS ORIGINALS,White,FaMeShSneakers,,,,,true,Adidas campus 00s,Adidas campus 00s,,white,e97dafa1-ab98-496f-9351-8aa0e491c226,[],,ADIDAS CAMPUS 00s,https://media-prod-eu-1.mirakl.net/SOURCE/be1692cac74c4ff09685745f65b19b4f,https://www.sneakershero.com/product_catalog/groups/192731/id1435.jpg,,https://media-prod-eu-1.mirakl.net/SOURCE/52c0496077694be597fe95e01ea84756,https://www.sneakershero.com/product_catalog/groups/192731/pics/id1435_1.jpg,https://media-prod-eu-1.mirakl.net/SOURCE/efe6d759857649778e4f40c64c45407e,https://www.sneakershero.com/product_catalog/groups/192731/pics/id1435_2.jpg,https://media-prod-eu-1.mirakl.net/SOURCE/57c9d457801b4241ba0e683b40669b5c,https://www.sneakershero.com/product_catalog/groups/192731/pics/id1435_3.jpg,,,,,,83bd88cd-bf68-4c8d-b335-9540f79f05d8,412.0,Adidas campus 00s,27,27,27,25.0,Adidas Campus 00s Women
[],41,NIKE,White / Metallic Silver,FaMeShSneakers,,,,,true,Air journey run - running shoes,Air journey run - running shoes,,white,f0379114-9c30-4e04-a776-53c19a3f30b3,[],,AIR JOURNEY RUN - RUNNING SHOES,https://media-prod-eu-1.mirakl.net/SOURCE/b02dd93e814149c6b5778ccd40e51441,https://administrator.athlokinisi.com.cy/product_catalog/groups/198192/fn0228-104.jpg,AIR JOURNEY RUN - RUNNING SHOES,https://media-prod-eu-1.mirakl.net/SOURCE/02a74c3d5509499782d16f020939a641,https://administrator.athlokinisi.com.cy/product_catalog/groups/198192/pics/fn0228-104_1.jpg,https://media-prod-eu-1.mirakl.net/SOURCE/7a6c804d15884dd3840113c8329cc5e1,https://administrator.athlokinisi.com.cy/product_catalog/groups/198192/pics/fn0228-104_2.jpg,https://media-prod-eu-1.mirakl.net/SOURCE/d6d340b440194ad5ba97af93986baaf0,https://administrator.athlokinisi.com.cy/product_catalog/groups/198192/pics/fn0228-104_6.jpg,,,,,,e7640f31-0d79-43d9-8b79-f1df9dbbd142,413.0,Air journey run - running shoes,160,159,159,172.0,Nike Journey Run
[],40,NIKE,White / Red / Black,FaMeShSneakers,,,,,true,Sb ishod wair premium skate board shoes,Sb ishod wair premium skate board shoes,,white,054580a9-d5a2-4e15-bc09-91b14bf3378b,[],,SB ISHOD WAIR PREMIUM SKATE BOARD SHOES,https://media-prod-eu-1.mirakl.net/SOURCE/c0a67aa70b6c4f9489cd3e6e685e48ae,https://administrator.athlokinisi.com.cy/product_catalog/groups/173239/dz5648-100.jpg,SB ISHOD WAIR PREMIUM SKATE BOARD SHOES,https://media-prod-eu-1.mirakl.net/SOURCE/f80cafaecdc34d6894460ae8e41fdb92,https://administrator.athlokinisi.com.cy/product_catalog/groups/173239/pics/dz5648-100_1.jpg,https://media-prod-eu-1.mirakl.net/SOURCE/3a265f975c3d459d8089bd4ed6003db0,https://administrator.athlokinisi.com.cy/product_catalog/groups/173239/pics/dz5648-100_2.jpg,https://media-prod-eu-1.mirakl.net/SOURCE/aa8c65dc208f4838bbe47f14135c1c54,https://administrator.athlokinisi.com.cy/product_catalog/groups/173239/pics/dz5648-100_3.jpg,,,,,,7f5cb80b-3e98-4ba9-9e58-253ac9df60fc,414.0,Sb ishod wair premium skate board shoes,407,403,405,297.0,Nike sb ishod wair premium skateboard shoes
[],42,JOMA,Black Turquoise,FaMeShSneakers,,,,,true,Speed 2401 negro turquesa,Speed 2401 negro turquesa,,black,a09f58f6-06af-49e0-95bf-a8ab7b99285e,[],,<html><body><p>SPEED 2401 NEGRO TURQUESA</p></body></html>,https://media-prod-eu-1.mirakl.net/SOURCE/e73bacf1d9e942ea8658d4e853d980d2,https://powersoft365customers.blob.core.windows.net/ee54856a-joma-sports-cyprus-ltd/Models/RSPEEW2401.jpg?updated=20240308105346,<html><body><p></p></body></html>,,,,,,,"Description<br/>Mens running shoes. This model is designed for light training and for runners with a smooth-running pace. Among its strengths are comfort, stability, and durability.<br/><br/>The upper is made of mesh, along with an elegant Jacquard finish customized with VTS perforations achieving proper sweat ventilation. The JOMA SPORTECH thermosealed fitting system adjusts the shoe without adding weight.<br/><br/>The midsole is made of a single piece of phylon with a 10mm drop. Providing lightweight, flexibility, and cushioning.<br/><br/>The outsole is made of high-quality DURABILITY rubber with resistance to abrasion.<br/><br/>Characteristics<br/>VTS design with breathable mesh<br/>SPORTECH design with heat-sealed adjustment system<br/>Phylon midsole<br/>DURABILITY rubber sole<br/>Technical information<br/>10 mm Drop<br/>Gentle pace: more than 530 per km<br/>Intensity of use: training<br/>Surface: asphalt<br/>Performance: average<br/>Technical scale<br/>Cushioning<br/>Comfort<br/>Durability<br/>Stability<br/>Light-weight<br/>Responsiveness",,,,,9a399bcf-b768-4769-bdbd-583a2388232d,415.0,Speed 2401 negro turquesa,408,404,406,379.0,Joma speed 2401
[],39,NEW BALANCE,Linen,FaWoShSneakers,,,,,true,New balance 327 womens shoes,New balance 327 womens shoes,,,d0c2d410-c3ef-4492-9804-dfb780f2073e,[],,NEW BALANCE 327 WOMENS SHOES,https://media-prod-eu-1.mirakl.net/SOURCE/54b2354ee5b1424bbf26ee607046052e,https://www.sneakershero.com/product_catalog/groups/214097/ws327-nkd.jpg,,https://media-prod-eu-1.mirakl.net/SOURCE/266614d728824df1b90d2622d3765886,https://www.sneakershero.com/product_catalog/groups/214097/pics/ws327-nkd_1.jpg,https://media-prod-eu-1.mirakl.net/SOURCE/4a03d0f686af44c8b43248d350c1015a,https://www.sneakershero.com/product_catalog/groups/214097/pics/ws327-nkd_2.jpg,https://media-prod-eu-1.mirakl.net/SOURCE/75d4ac06aaf8478f9568da7026447363,https://www.sneakershero.com/product_catalog/groups/214097/pics/ws327-nkd_3.jpg,,,,,,43201c04-818b-4bf1-a0ac-57afbc17ea00,416.0,New balance 327 womens shoes,409,405,407,148.0,New Balance 327
[],45,REEBOK,Black / Grey / White,FaMeShSneakers,,,,,true,Energen lux men shoes (ie9521),Energen lux men shoes (ie9521),,black,ef3680e9-b0f4-4e73-966e-a2dae568aed0,[],,ENERGEN LUX MEN SHOES (IE9521),https://media-prod-eu-1.mirakl.net/SOURCE/2785c4c8ecf4483ca6c5be8c64a53e57,https://administrator.athlokinisi.com.cy/product_catalog/groups/170057/100033639.jpg,ENERGEN LUX MEN SHOES (IE9521),https://media-prod-eu-1.mirakl.net/SOURCE/ac814d78b9864e639e41ade7f7ce0603,https://administrator.athlokinisi.com.cy/product_catalog/groups/170057/pics/100033639_1.jpg,https://media-prod-eu-1.mirakl.net/SOURCE/a677304d30874925a4c98caa8d027673,https://administrator.athlokinisi.com.cy/product_catalog/groups/170057/pics/100033639_2.jpg,https://media-prod-eu-1.mirakl.net/SOURCE/7d788593b55f4eb0b36fdb6624df6d18,https://administrator.athlokinisi.com.cy/product_catalog/groups/170057/pics/100033639_3.jpg,,,,,,2a34154f-7bbb-409d-98cd-e3369864a704,417.0,Energen lux men shoes (ie9521),410,406,408,206.0,Reebbok energen lux
[],44,NIKE,Lemonade / Black,FaMeShSneakers,,,,,true,Legend 10 club techfit,Legend 10 club techfit,,yellow,f1f6a8eb-c5b6-40cd-8fd9-0b2b864d2f71,[],,LEGEND 10 CLUB TF,https://media-prod-eu-1.mirakl.net/SOURCE/cbeff22b14ad4eb2be89ba33100a6ed1,https://administrator.athlokinisi.com.cy/product_catalog/groups/178745/dv4345-700.jpg,LEGEND 10 CLUB TF,https://media-prod-eu-1.mirakl.net/SOURCE/453d3736f47b4f3791dfe4283b76e495,https://administrator.athlokinisi.com.cy/product_catalog/groups/178745/pics/dv4345-700_1.jpg,https://media-prod-eu-1.mirakl.net/SOURCE/8c8a84ddc10c4af5afd86b567818911c,https://administrator.athlokinisi.com.cy/product_catalog/groups/178745/pics/dv4345-700_2.jpg,https://media-prod-eu-1.mirakl.net/SOURCE/24c2f11dbddc4aac80ae283a53aaa283,https://administrator.athlokinisi.com.cy/product_catalog/groups/178745/pics/dv4345-700_3.jpg,,,,,,bf46fa2c-1abd-4602-b9aa-8dfee0a940c7,418.0,Legend 10 club techfit,411,407,409,380.0,Nike legend 10 club
[],41,LIU JO,Black,FaWoShSneakers,,,,,true,Liu Jo johanna 03 - mid sneaker sock boot,Liu Jo johanna 03 - mid sneaker sock boot,,black,d9081d74-0f00-459a-bce7-2681422cd63d,[],,LIU JO JOHANNA 03 - MID SNEAKER SOCK BOOT,https://media-prod-eu-1.mirakl.net/SOURCE/0a8ec4ad3fe44aef895e34e8a0a5a2ee,https://www.sneakershero.com/product_catalog/groups/172394/bf3137tx34622222.jpg,,https://media-prod-eu-1.mirakl.net/SOURCE/ec47a9169ce84f5f8ef59c4c164406d7,https://www.sneakershero.com/product_catalog/groups/172394/pics/bf3137tx34622222_1.jpg,https://media-prod-eu-1.mirakl.net/SOURCE/6f06e7f4a9034f33a1e50a3e87bbddf0,https://www.sneakershero.com/product_catalog/groups/172393/pics/bf3127px07701111_2.jpg,https://media-prod-eu-1.mirakl.net/SOURCE/0d08738b827a4acfb061fb61c833233a,https://www.sneakershero.com/product_catalog/groups/172393/pics/bf3127px07701111_3.jpg,,,,,,dd52880f-ca51-4c74-9392-1367d17af39f,419.0,Liu Jo johanna 03 - mid sneaker sock boot,412,408,410,382.0,Liu Jo johanna 03 mid
[],38.5,ON RUNNING,Black / White,FaWoShSneakers,,,,,true,On running cloud 5,On running cloud 5,,,282849bc-5e95-4422-8c60-cbcd52348b36,[],,ON RUNNING CLOUD 5,https://media-prod-eu-1.mirakl.net/SOURCE/ce8a1a737aab4122aff00c87b3956031,https://www.sneakershero.com/product_catalog/groups/176601/59.98904.jpg,,https://media-prod-eu-1.mirakl.net/SOURCE/a95561906c4d4a6e872c1fd1e56f306b,https://www.sneakershero.com/product_catalog/groups/176601/pics/59.98904_1.jpg,https://media-prod-eu-1.mirakl.net/SOURCE/e8c05e25074344dbb47d2d4e6d16242c,https://www.sneakershero.com/product_catalog/groups/176601/pics/59.98904_2.jpg,https://media-prod-eu-1.mirakl.net/SOURCE/0d7a1bd698eb47d886cf81ec94d66a74,https://www.sneakershero.com/product_catalog/groups/176601/pics/59.98904_3.jpg,,,,,,3361390c-cc6f-4385-b68f-98bcb27522c3,420.0,On running cloud 5,413,409,411,222.0,ON running cloud 5
[],43,NIKE,Anthracite / White / Volt,FaMeShSneakers,,,,,true,Downshifter 13 mens shoes,Downshifter 13 mens shoes,,grey,422c6bf5-9c68-43a3-b54b-aa1c85aab8fb,[],,DOWNSHIFTER 13 MENS SHOES,https://media-prod-eu-1.mirakl.net/SOURCE/baf72510a16e4788ae5f42f24b2dac57,https://administrator.athlokinisi.com.cy/product_catalog/groups/178756/fd6454-002.jpg,DOWNSHIFTER 13 MENS SHOES,https://media-prod-eu-1.mirakl.net/SOURCE/c03a4644aefe41ba9f79048ceeaa6f87,https://administrator.athlokinisi.com.cy/product_catalog/groups/178756/pics/fd6454-002_1.jpg,https://media-prod-eu-1.mirakl.net/SOURCE/216dc81456fa401d8c675c4b4639a9c6,https://administrator.athlokinisi.com.cy/product_catalog/groups/178756/pics/fd6454-002_2.jpg,https://media-prod-eu-1.mirakl.net/SOURCE/d82ab36b790e485bb1b99888be1c19b4,https://administrator.athlokinisi.com.cy/product_catalog/groups/178756/pics/fd6454-002_3.jpg,,,,,,fd91aa60-7e8a-4962-b4e6-b407bd410cef,421.0,Downshifter 13 mens shoes,229,228,228,211.0,Nike downshifter 13
[],45.5,NEW BALANCE,White / Gold,FaMeShSneakers,,,,,true,1906r lifestyle sneakers,1906r lifestyle sneakers,,white,851b684a-4b7f-4bfa-9d13-af5eb7c9a226,[],,<br>,https://media-prod-eu-1.mirakl.net/SOURCE/11c1e65d99bb4ce7b02d74a8559d9d96,https://administrator.athlokinisi.com.cy/product_catalog/groups/206633/m1906r-a.jpg,<br>,https://media-prod-eu-1.mirakl.net/SOURCE/cd9957f3779c403daf70f658ac6719ea,https://administrator.athlokinisi.com.cy/product_catalog/groups/206633/pics/m1906r-a_1.jpg,https://media-prod-eu-1.mirakl.net/SOURCE/972b8d86077d41ccb5ddc226dfcebc02,https://administrator.athlokinisi.com.cy/product_catalog/groups/206633/pics/m1906r-a_3.jpg,https://media-prod-eu-1.mirakl.net/SOURCE/37aa8a3f690d4249a8634aabbb98b7e3,https://administrator.athlokinisi.com.cy/product_catalog/groups/206633/pics/m1906r-a_4.jpg,,,,,,d0473abc-1903-4e5b-a495-859f2f65fbe8,422.0,1906r lifestyle sneakers,414,410,412,134.0,New Balance 1906R
[],44,ASICS,Black,FaMeShSneakers,,,,,true,Gel-cumulus 26,Gel-cumulus 26,,black,d6ab3510-c75e-4fa0-baee-de7540f9af2f,[],,"Experience a soft feel underfoot with the gel-cumulus® 26 shoe. This neutral everyday trainer is a versatile choice for various running workouts and distances.​<br>
<br>
Ff blast™ plus cushioning and puregel® technology are strategically positioned in the midsole. These materials help create softer landings and a more energized toe-off during your training.​<br>
<br>
Style #: 1011b792.002<br>
Upc #: 197298220644<br>
<br>
Ff blast™ plus technology<br>
Cushioning provides lightweight impact absorption and a responsive rebound<br>
Puregel® technology .<br>
Helps provide lightweight cushioning and softer landings<br>
Engineered mesh upper<br>
Helps improve breathability and comfort<br>
The sockliner is produced with the solution dyeing process that reduces water usage by approximately 33% and carbon emissions by approximately 45% compared to the conventional dyeing technology<br>
At least 75% of the shoe's main upper material is made with recycled content to reduce waste and carbon emissions<br>
Ortholite™ x-30 sockliner<br>
Provides soft step-in comfort<br>
<br>
Neutral<br>
Foot type<br>
Normal size arches<br>
Push off<br>
There is even distribution from the front of the foot.<br>
Considered injuries<br>
Less likely due to effective shock absorption, but neutral runners are not immune to injury.<br>
How your foot contacts the ground<br>
The foot lands on outside of the heel, then rolls inward (pronates) to absorb shock and support body weight.<br>
Underpronation<br>
Underpronation<br>
Foot type<br>
High arches<br>
Push off<br>
The pressure is on smaller toes on outside of foot.<br>
Considered injuries<br>
Plantar fasciitis, shin splints, ankle strain.<br>
How your foot contacts the ground<br>
The outer side of the heel hits the ground at an increased angle with little or no normal pronation, causing a large transmission of shock through the lower leg.",https://media-prod-eu-1.mirakl.net/SOURCE/26d94434dcde49e1b1292183184386f4,https://privesports.com.cy/product_catalog/groups/170160/1011b792-002-black.jpg,"Experience a soft feel underfoot with the gel-cumulus® 26 shoe. This neutral everyday trainer is a versatile choice for various running workouts and distances.​<br>
<br>
Ff blast™ plus cushioning and puregel® technology are strategically positioned in the midsole. These materials help create softer landings and a more energized toe-off during your training.​<br>
<br>
Style #: 1011b792.002<br>
Upc #: 197298220644<br>
<br>
Ff blast™ plus technology<br>
Cushioning provides lightweight impact absorption and a responsive rebound<br>
Puregel® technology .<br>
Helps provide lightweight cushioning and softer landings<br>
Engineered mesh upper<br>
Helps improve breathability and comfort<br>
The sockliner is produced with the solution dyeing process that reduces water usage by approximately 33% and carbon emissions by approximately 45% compared to the conventional dyeing technology<br>
At least 75% of the shoe's main upper material is made with recycled content to reduce waste and carbon emissions<br>
Ortholite™ x-30 sockliner<br>
Provides soft step-in comfort<br>
<br>
Neutral<br>
Foot type<br>
Normal size arches<br>
Push off<br>
There is even distribution from the front of the foot.<br>
Considered injuries<br>
Less likely due to effective shock absorption, but neutral runners are not immune to injury.<br>
How your foot contacts the ground<br>
The foot lands on outside of the heel, then rolls inward (pronates) to absorb shock and support body weight.<br>
Underpronation<br>
Underpronation<br>
Foot type<br>
High arches<br>
Push off<br>
The pressure is on smaller toes on outside of foot.<br>
Considered injuries<br>
Plantar fasciitis, shin splints, ankle strain.<br>
How your foot contacts the ground<br>
The outer side of the heel hits the ground at an increased angle with little or no normal pronation, causing a large transmission of shock through the lower leg.",https://media-prod-eu-1.mirakl.net/SOURCE/ba36579a63ec45e8ac3cfae98d4ac8ed,https://privesports.com.cy/product_catalog/groups/170160/pics/1011b792-002-black_1.jpg,https://media-prod-eu-1.mirakl.net/SOURCE/9f9bb6b63eb64efb8cf6be3472d548f2,https://privesports.com.cy/product_catalog/groups/170160/pics/1011b792-002-black_2.jpg,https://media-prod-eu-1.mirakl.net/SOURCE/8f4f09f457804b29a38f74a5cf2b6960,https://privesports.com.cy/product_catalog/groups/170160/pics/1011b792-002-black_3.jpg,,,,,,7f84c405-47c3-4565-9aa8-7c92c1204353,423.0,Gel-cumulus 26,415,411,413,360.0,Asics gel-cumulus 26
[],43,VANS,Black,FaMeShSneakers,,,,,true,Mens filmore decon checkerboard,Mens filmore decon checkerboard,,black,63367aaf-0486-4830-aa2d-7d50f0eea4cb,[],,Mens filmore decon checkerboard,https://media-prod-eu-1.mirakl.net/SOURCE/34164e17fb124bda992b2feb6fc4ff9d,https://privesports.com.cy/product_catalog/groups/193422/vn0a3wkz5gx1-black.jpg,Mens filmore decon checkerboard,https://media-prod-eu-1.mirakl.net/SOURCE/84a13c49437a4603a5acf926b6807ad5,https://privesports.com.cy/product_catalog/groups/193422/pics/vn0a3wkz5gx1-black_1.jpg,https://media-prod-eu-1.mirakl.net/SOURCE/f25b2105508a479abc0f17ea072a6d90,https://privesports.com.cy/product_catalog/groups/193422/pics/vn0a3wkz5gx1-black_2.jpg,https://media-prod-eu-1.mirakl.net/SOURCE/7d974c3811854c4e864376d94fb71543,https://privesports.com.cy/product_catalog/groups/193422/pics/vn0a3wkz5gx1-black_3.jpg,,,,,,e34b235d-b231-44db-8b86-35c83dbed268,424.0,Mens filmore decon checkerboard,416,412,414,383.0,Vans filmore decon checkerboard
[],37.5,NEW BALANCE,Linen,FaWoShSneakers,,,,,true,New balance 327 lifestyle sneakers,New balance 327 lifestyle sneakers,,,93f34111-5439-4994-8cfd-a715060fd675,[],,NEW BALANCE 327 LIFESTYLE SNEAKERS,https://media-prod-eu-1.mirakl.net/SOURCE/2dee8d810e214b738fefbbdaf9a50123,https://www.sneakershero.com/product_catalog/groups/199839/ws327-mo.jpg,,https://media-prod-eu-1.mirakl.net/SOURCE/568dd85317b045fcbca6487162ab2302,https://www.sneakershero.com/product_catalog/groups/199839/pics/ws327-mo_1.jpg,https://media-prod-eu-1.mirakl.net/SOURCE/814f5a5a23f1486897034c8099809a34,https://www.sneakershero.com/product_catalog/groups/199839/pics/ws327-mo_2.jpg,https://media-prod-eu-1.mirakl.net/SOURCE/9b59ab8d2e2f439a85f4b6c2df57df26,https://www.sneakershero.com/product_catalog/groups/199839/pics/ws327-mo_3.jpg,,,,,,cfd3b93b-5208-4b61-8241-42b309990d2f,425.0,New balance 327 lifestyle sneakers,417,413,415,148.0,New Balance 327
